,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
1286,SR01774,24.0,male,teacher,9.0,8.0,10.475022518781355,3.0,0.0,7.0,32.0,4.0,12.0,1.0,10,1
1288,SR00644,30.0,other,healthcare worker,5.5,6.0,8.5,3.0,3.0,5.0,22.0,8.0,12.0,1.5,10,1
1289,SR01936,21.0,male,student,8.5,8.0,12.5,0.0,3.0,3.0,15.0,0.0,6.0,0.5,10,1
1290,SR04278,20.0,other,student,10.0,5.5,8.5,3.0,1.0,3.0,31.0,4.0,4.0,1.0,5,0
1291,SR01069,61.0,female,teacher,10.0,4.0,5.0,0.0,2.0,6.0,30.0,2.0,7.138232953037941,0.5,8,0
1292,SR04455,32.0,other,young professional,7.5,4.5,4.0,4.0,2.0,5.0,51.0,6.0,9.0,1.5,10,1
1293,SR04155,51.0,male,retired,7.5,3.5,4.0,1.0,0.0,9.0,33.0,4.0,1.0,1.0,9,0
1295,SR04869,36.0,female,business owner,4.0,9.0,11.0,1.5,2.0,10.0,24.0,3.0,14.0,0.0,10,0
1296,SR00331,37.0,female,business owner,8.5,6.0,8.5,1.0,5.0,4.0,33.44016207714582,4.0,11.0,0.0,10,1
1298,SR02647,41.0,other,business owner,6.5,8.0,8.5,3.0,4.0,7.0,44.0,3.1847368421052633,9.0,0.0,10,1
1299,SR02192,27.0,male,young professional,5.5,6.5,10.0,1.0,0.0,6.0,36.0,2.0,9.0,1.5,10,1
1301,SR01596,26.0,male,teacher,7.0,2.0,3.0,4.0,4.0,10.0,8.0,2.0,11.0,0.5,7,0
1302,SR02916,21.0,female,student,7.0,6.0,8.0,1.0,2.0,6.0,58.0,2.0,4.0,0.0,10,1
1303,SR04822,71.0,male,teacher,7.5,6.0,6.5,4.5,2.0,7.0,19.0,6.0,4.0,1.5,6,0
1304,SR03899,39.0,male,retired,7.5,1.0,2.0,0.5,1.0,8.0,3.0,6.0,1.0,0.0,3,0
1305,SR01920,71.0,female,retired,9.5,2.0,2.0,0.0,2.0,7.0,9.0,5.0,0.0,0.0,0,0
1307,SR04478,72.0,male,young professional,4.5,7.0,11.5,2.0,1.0,8.0,24.0,0.0,9.0,0.5,10,1
1308,SR00756,20.0,male,student,6.5,6.5,9.5,3.0,1.0,8.0,31.0,1.0,8.0,0.0,10,1
1309,SR00519,20.0,male,student,7.0,8.5,11.5,2.0,3.0,7.0,42.0,4.0,7.0,0.5,10,1
1310,SR03804,40.0,male,business owner,5.5,5.5,6.0,2.5,0.0,4.0,26.0,7.0,8.0,0.0,9,1
1311,SR00033,53.0,male,freelancer,9.0,9.0,10.0,4.5,2.0,5.0,38.0,1.0,7.0,0.5,10,1
1312,SR02938,68.0,male,business owner,5.5,4.0,5.0,1.5,1.0,6.0,39.0,2.0,4.0,0.5,10,1
1313,SR01158,41.0,male,teacher,8.5,7.0,8.5,2.66384778012685,2.0,7.0,39.0,4.0,7.138232953037941,2.0,10,1
1314,SR00745,23.0,other,healthcare worker,9.5,2.5,1.0,5.0,2.0,9.0,40.0,4.0,9.0,2.0,10,1
1315,SR01498,52.0,male,business owner,8.0,5.5,7.0,3.0,2.0,6.0,23.0,1.0,10.0,0.0,7,0
1316,SR03460,30.0,female,young professional,9.0,10.0,11.5,2.5,2.0,4.0,41.0,2.0,8.0,1.0,10,1
1317,SR03756,21.0,male,student,7.0,7.5,11.0,2.5,3.0,7.0,55.0,3.0,4.0,0.5,10,0
1318,SR02592,48.0,male,retired,6.5,5.5,6.0,1.5,2.0,9.0,3.0,6.0,4.0,0.5,6,0
1319,SR00784,20.0,male,student,7.5,9.0,13.5,6.0,2.0,4.0,39.0,3.0,10.0,0.5,10,1
1323,SR00858,20.0,male,young professional,9.0,4.0,5.0,3.0,0.0,5.0,34.0,0.0,7.138232953037941,0.5827832057037232,10,1
1325,SR04275,45.0,male,young professional,4.0,7.5,11.0,1.0,3.0,3.0,9.0,3.0,13.0,1.0,10,1
1326,SR00409,38.0,male,freelancer,5.5,4.5,4.5,1.0,3.0,8.0,39.0,6.0,9.0,0.5827832057037232,10,1
1327,SR00171,28.0,male,healthcare worker,7.5,6.5,9.5,1.0,2.0,8.0,14.0,0.0,10.0,1.0,6,0
1329,SR02211,32.0,female,freelancer,6.5,10.0,13.5,3.5,3.0,5.0,35.0,0.0,8.0,0.5,10,1
1330,SR02305,37.0,male,freelancer,5.5,10.5,15.0,4.0,3.0,6.0,37.14632122269369,3.0,8.0,0.0,10,1
1332,SR00614,75.0,other,retired,9.0,1.0,1.0,0.5,1.0,5.0,3.0,4.0,4.0,0.5,2,0
1334,SR01809,26.0,female,young professional,8.0,8.5,14.0,4.0,3.0,5.0,36.924990511791464,5.0,8.0,1.0,10,0
1335,SR03439,37.0,male,freelancer,6.5,4.0,5.237511259390677,1.5,2.0,6.0,55.0,4.0,11.0,0.5,10,1
1337,SR04226,20.0,female,young professional,3.0,3.5,5.0,2.5,3.0,7.0,43.0,3.0,15.0,1.0,10,1
1338,SR03120,20.0,female,student,11.0,6.5,8.0,2.5,2.0,9.0,26.0,4.0,9.0,0.5,0,0
1339,SR03653,20.0,other,student,8.0,8.5,11.0,4.5,0.0,1.0,24.0,2.0,5.0,0.0,10,1
1340,SR01611,37.0,female,business owner,5.0,8.5,12.5,1.0,5.0,5.0,33.0,3.0,9.0,0.5827832057037232,10,1
1341,SR01933,39.0,male,freelancer,5.5,4.5,5.892200166814512,2.0,5.0,6.0,36.0,0.0,5.0,0.5,10,1
1342,SR03028,32.0,male,teacher,9.0,4.5,7.0,0.0,1.0,6.0,43.0,5.0,5.0,0.5,10,1
1344,SR03572,19.0,male,teacher,7.0,5.5,8.0,3.0,4.0,4.0,3.0,5.0,6.0,1.5,6,0
1346,SR02389,34.0,female,freelancer,8.0,4.5,6.5,5.5,1.0,8.0,29.021025337662444,3.0,6.0,0.5,5,0
1347,SR01472,45.0,other,young professional,6.5,7.0,11.0,0.0,2.0,7.0,59.0,1.0,13.0,0.5,10,1
1348,SR02631,67.0,female,retired,9.0,5.0,8.0,1.5,0.0,8.0,20.0,4.0,0.0,0.0,2,0
1349,SR01836,73.0,male,retired,7.0,9.5,13.0,3.0,0.0,6.0,4.0,7.0,7.0,0.0,10,1
1350,SR04929,19.0,male,student,8.5,6.0,8.5,2.0,2.0,6.0,33.0,3.0,5.0,0.0,10,0
1351,SR03476,39.0,male,healthcare worker,5.5,5.0,8.0,0.5,3.0,7.0,33.0,2.0,10.0,0.0,10,1
1352,SR01534,20.0,female,young professional,8.0,6.0,7.5,6.0,4.0,6.0,30.0,2.0,8.0,1.5,10,1
1354,SR02485,28.0,female,business owner,5.0,8.5,11.0,1.5,6.0,5.0,37.05912756852394,2.0,8.0,0.5,10,1
1356,SR01173,39.0,other,healthcare worker,5.5,4.0,4.0,3.5,5.0,7.0,30.0,1.0,12.0,0.5,10,1
1357,SR01428,26.0,other,freelancer,7.0,7.0,8.0,2.5,2.0,6.0,42.0,0.0,8.0,0.0,10,1
1359,SR01052,32.0,female,business owner,7.0,6.5,7.5,4.0,3.0,5.0,31.0,3.0,12.0,1.5,10,1
1360,SR03320,21.0,female,student,6.5,6.5,8.5,2.5,2.0,7.0,20.0,3.0,8.0,1.0,8,0
1361,SR04722,57.0,female,young professional,5.5,3.5,6.0,4.0,4.0,7.0,42.0,3.0,7.0,0.0,10,1
1362,SR03865,27.0,male,business owner,6.5,9.5,11.0,3.5,3.0,6.0,48.0,0.0,8.0,0.5,10,0
1363,SR02604,41.0,female,healthcare worker,5.5,3.0,2.5,2.5,1.0,10.0,35.0,3.0,9.0,1.0,10,1
1364,SR01739,38.0,female,business owner,5.5,1.5,2.0,3.0,5.0,6.0,29.0,0.0,13.0,1.5,10,1
1365,SR01197,19.0,female,student,6.0,9.0,11.0,3.5,3.0,6.0,44.0,0.0,4.0,1.0,10,1
1366,SR00621,39.0,male,freelancer,7.5,6.5,7.0,3.5,4.0,4.0,36.0,3.0,7.0,0.0,10,1
1367,SR01375,19.0,male,freelancer,6.5,8.5,9.5,3.0,5.0,6.0,30.0,1.0,7.0,0.5,10,1
1369,SR01190,21.0,male,business owner,7.0,8.5,12.5,1.0,3.0,9.0,24.0,0.0,11.0,0.0,10,1
1371,SR00649,27.0,male,young professional,5.5,6.0,9.0,0.0,2.0,6.0,16.0,2.0,9.0,2.0,9,1
1372,SR00898,62.0,male,retired,8.0,4.5,5.0,1.5,3.0,4.0,8.0,6.0,6.0,0.0,1,0
1373,SR03883,37.0,male,healthcare worker,7.5,5.5,8.0,3.5,1.0,7.0,8.0,3.0,11.0,0.5,6,0
1374,SR01124,28.0,male,freelancer,8.0,10.5,15.0,4.0,1.0,5.0,44.0,3.0,8.0,1.0,10,1
1375,SR01892,41.0,female,retired,10.0,3.0,3.928133444543008,0.5,0.0,4.0,25.0,3.1847368421052633,2.0,0.0,4,0
1377,SR04792,46.0,female,business owner,4.5,9.0,11.5,4.5,5.0,4.0,45.0,1.0,8.0,1.0,10,0
1378,SR04530,39.0,male,young professional,8.5,9.0,10.0,3.0,0.0,5.0,55.0,0.0,10.0,1.5,10,1
1379,SR04235,18.0,other,student,7.5,11.5,15.0,2.5,0.0,9.0,34.0,4.0,6.0,0.5,10,1
1380,SR01594,53.0,male,retired,7.5,8.0,10.5,0.0,0.0,10.0,21.0,3.0,1.0,0.0,6,0
1381,SR03313,28.0,other,young professional,6.5,8.0,10.475022518781355,1.5,2.0,5.0,34.284622749301555,7.0,8.0,1.0,10,1
1382,SR02548,33.0,female,teacher,7.5,4.5,5.5,4.0,3.0,2.0,16.0,4.0,12.0,1.0,7,0
1383,SR01546,18.0,female,student,5.0,9.5,11.5,5.0,1.0,6.0,39.0,2.0,5.0,1.0,10,1
1384,SR04337,40.0,female,business owner,6.5,5.5,5.5,7.0,5.0,6.0,33.0,0.0,11.0,1.0,10,1
1385,SR01024,27.0,male,freelancer,5.5,6.0,7.0,0.5,3.0,7.0,46.0,2.0,6.0,0.5,10,1
1386,SR01972,18.0,other,student,8.0,5.0,7.0,3.5,0.0,4.0,47.0,1.0,7.138232953037941,0.0,10,1
1387,SR04989,53.0,male,retired,9.0,4.5,4.5,4.0,1.0,8.0,3.0,2.0,1.0,1.0,5,0
1389,SR01718,21.0,male,student,7.0,5.5,7.5,3.0,2.0,5.0,40.0,4.0,7.0,0.0,10,0
1391,SR00810,37.0,female,young professional,9.0,5.5,5.0,1.0,3.0,3.0,26.0,4.0,7.0,1.0,4,0
1392,SR02851,22.0,male,student,6.0,8.0,11.5,1.0,1.0,3.0,36.0,2.0,7.0,0.5,10,1
1393,SR00979,55.0,female,retired,6.5,8.5,10.5,3.5,0.0,10.0,3.0,6.0,4.0,0.5,10,1
1394,SR04688,25.0,other,young professional,6.5,3.0,4.5,2.66384778012685,4.0,4.0,37.0,0.0,7.0,0.0,10,1
1395,SR04896,19.0,female,student,5.5,8.0,9.5,7.5,2.0,6.0,35.0,1.0,4.0,0.0,10,1
1396,SR01685,32.0,female,freelancer,8.0,8.5,12.0,3.5,0.0,6.0,48.0,4.0,4.0,1.0,10,1
1397,SR04661,30.0,other,healthcare worker,5.0,9.5,10.5,0.0,4.0,8.0,9.0,0.0,9.0,0.5,10,1
1398,SR01515,37.0,female,young professional,5.5,10.5,15.0,2.0,2.0,7.0,38.0,1.0,7.0,0.0,10,0
1400,SR02022,70.0,male,teacher,8.0,6.5,9.0,2.0,4.0,7.0,31.0,3.0,7.0,1.0,8,0
1401,SR04554,67.0,male,retired,7.5,7.5,9.0,0.0,1.0,7.0,25.0,3.0,7.138232953037941,0.5,8,0
1402,SR01768,50.0,other,retired,8.5,4.5,5.0,0.0,4.0,9.0,10.0,3.0,0.0,0.0,2,0
1403,SR00175,35.0,other,young professional,8.5,7.0,10.0,4.5,3.0,6.0,39.0,2.0,6.0,1.0,10,1
1406,SR01483,43.0,female,teacher,10.5,6.0,8.5,2.5,2.0,9.0,31.0,4.0,10.0,1.0,2,0
1407,SR04462,30.0,male,business owner,3.5,8.5,10.5,4.5,5.0,6.0,36.23302136728931,3.0,7.0,0.5827832057037232,10,1
1409,SR03915,35.0,female,business owner,5.0,5.0,7.5,2.66384778012685,2.0,6.0,38.0,1.0,8.0,1.0,10,1
1410,SR03721,61.0,female,retired,8.5,5.0,6.5,3.0,3.0,7.0,32.0,2.0,0.0,0.0,10,1
1412,SR02578,20.0,other,healthcare worker,6.0,1.0,2.0,1.5,2.0,5.0,24.0,0.0,13.0,1.0,10,1
1413,SR02234,29.0,female,business owner,5.0,8.5,9.5,2.5,-1.0,5.0,35.0,3.0,11.0,1.0,10,1
1414,SR02239,23.0,male,student,7.0,7.5,6.5,1.5,0.0,5.0,32.0,0.0,4.0,0.5,10,1
1415,SR01107,26.0,male,healthcare worker,6.0,6.0,9.5,3.0,4.0,6.0,9.0,3.1847368421052633,11.0,0.5,10,1
1416,SR01790,71.0,male,retired,9.0,4.0,3.5,2.0,0.0,10.0,19.0,2.0,1.0,0.5,3,0
1417,SR03189,76.0,male,teacher,7.0,7.5,8.0,0.5,2.0,8.0,26.0,5.0,13.0,0.0,7,1
1419,SR00612,28.0,other,teacher,8.5,5.0,6.0,2.5,2.0,8.0,44.0,4.0,7.138232953037941,0.5,10,1
1420,SR03661,43.0,other,business owner,7.5,8.5,10.0,4.5,5.0,5.0,25.0,3.0,13.0,1.0,10,1
1421,SR03712,18.0,other,student,8.0,6.0,9.0,3.5,5.0,5.0,39.0,4.0,7.138232953037941,0.0,10,0
1423,SR02064,23.0,male,student,4.0,11.0,13.5,5.5,2.0,4.0,42.0,0.0,1.0,1.0,10,1
1424,SR04436,28.0,male,teacher,6.0,5.5,9.0,4.0,0.0,5.0,46.0,5.0,9.0,1.5,10,1
1426,SR00889,34.0,female,young professional,5.5,14.0,15.0,4.5,2.0,6.0,33.0,6.0,8.0,0.0,10,1
1427,SR03129,29.0,male,teacher,7.0,2.5,4.5,3.0,2.0,10.0,16.0,1.0,8.0,0.5,5,0
1428,SR01733,69.0,male,retired,9.0,8.0,11.0,3.5,0.0,8.0,18.0,8.0,1.0,0.5,1,0
1429,SR02664,19.0,female,student,8.0,7.0,9.0,4.0,2.0,4.0,35.0,0.0,5.0,0.0,10,1
1430,SR00818,19.0,female,student,8.0,3.5,4.5,3.0,2.0,6.0,43.0,5.0,2.0,0.0,10,1
1431,SR03278,50.0,male,healthcare worker,6.5,6.5,7.5,1.5,1.0,8.0,34.0,6.0,15.0,0.5,10,1
1432,SR01860,20.0,other,business owner,6.0,7.0,11.0,3.5,2.0,4.0,46.0,1.0,11.0,0.0,10,1
1433,SR00209,28.0,female,freelancer,6.5,8.5,11.0,3.0,1.0,6.0,46.0,1.0,9.0,0.0,10,1
1434,SR00294,19.0,male,student,5.5,7.0,6.0,4.0,2.0,6.0,38.0,3.1847368421052633,3.0,0.0,10,1
1436,SR02214,19.0,female,young professional,5.0,9.0,10.0,4.0,3.0,9.0,8.0,4.0,8.0,1.5,10,1
1437,SR01610,29.0,female,healthcare worker,8.5,4.0,5.5,3.0,2.0,6.0,12.0,4.0,12.0,1.0,5,0
1438,SR01265,26.0,male,young professional,8.0,2.5,4.0,3.0,1.0,5.0,36.0,4.0,6.0,1.5,10,1
1439,SR00991,22.0,female,student,6.5,7.5,8.0,2.5,1.0,7.0,22.0,6.0,3.0,0.0,10,1
1440,SR04198,76.0,female,retired,9.5,4.5,4.5,0.5,2.0,7.0,15.0,5.0,0.0,0.5827832057037232,0,0
1441,SR01617,69.0,male,freelancer,8.0,8.0,10.0,0.0,3.0,4.0,50.0,0.0,8.0,0.0,10,1
1442,SR00354,70.0,female,retired,9.5,3.5,5.0,2.5,4.0,7.0,20.0,4.0,4.0,0.5,2,0
1443,SR04558,35.0,male,young professional,5.0,3.5,6.5,2.5,0.0,8.0,28.0,3.0,6.0,1.0,10,1
1444,SR02023,37.0,female,teacher,6.0,6.5,7.5,0.0,3.0,7.0,39.0,7.0,7.0,1.0,10,1
1445,SR03691,32.0,female,business owner,6.0,8.5,11.0,3.5,3.0,4.0,35.0,3.1847368421052633,10.0,1.5,10,1
1446,SR02556,36.0,male,student,6.5,7.0,8.5,2.5,5.0,4.0,26.0,3.1847368421052633,7.138232953037941,0.5,10,1
1447,SR03049,20.0,male,freelancer,6.5,7.0,10.5,3.0,-1.0,7.0,25.0,3.0,7.0,0.0,10,1
1449,SR00260,21.0,female,young professional,7.5,5.5,7.5,1.5,3.0,8.0,32.44589878703788,3.0,9.0,1.5,6,1
1450,SR01520,75.0,male,retired,7.5,1.0,1.5,1.5,0.0,5.0,4.0,3.0,7.138232953037941,0.0,3,0
1452,SR04740,53.0,female,business owner,6.0,6.0,6.5,5.5,3.0,5.0,32.0,4.0,9.0,0.0,10,1
1453,SR01771,56.0,male,retired,10.0,5.0,6.5,1.5,0.0,8.0,21.806482130595835,1.0,0.0,0.0,6,0
1456,SR03474,27.0,female,student,6.5,8.0,9.0,2.5,3.0,3.0,34.0,3.0,6.0,1.0,10,1
1457,SR04684,60.0,other,student,7.5,10.5,13.5,2.66384778012685,1.0,6.0,15.0,3.0,6.0,0.5,10,1
1458,SR04412,20.0,female,student,6.0,5.0,7.5,1.5,1.0,7.0,24.0,4.0,2.0,1.5,5,0
1459,SR02410,18.0,male,student,6.0,8.5,10.0,4.0,5.0,7.0,36.911926908887246,3.0,6.0,0.5,10,1
1460,SR02788,23.0,male,student,7.5,10.5,12.0,2.5,0.0,7.0,39.0,2.0,6.0,0.0,10,1
1461,SR02345,33.0,female,teacher,6.0,2.0,3.0,0.0,1.0,5.0,43.0,0.0,8.0,1.5,10,0
1463,SR01098,37.0,female,business owner,6.5,7.5,8.5,0.0,3.0,7.0,29.0,4.0,14.0,0.5,10,1
1464,SR00544,34.0,male,freelancer,6.5,7.5,9.0,1.0,1.0,2.0,45.0,1.0,7.0,0.5,10,1
1465,SR01047,33.0,female,teacher,7.5,5.5,7.5,4.0,5.0,8.0,22.0,3.0,11.0,0.0,6,0
1466,SR01895,37.0,other,young professional,8.5,6.0,8.5,2.5,3.0,4.0,31.0,7.0,7.0,0.0,3,0
1467,SR04377,21.0,female,student,8.5,12.5,15.0,5.5,0.0,7.0,60.0,2.0,6.0,0.0,10,0
1468,SR00031,36.0,female,teacher,9.0,7.5,9.5,5.5,2.0,7.0,24.0,0.0,9.0,1.5,10,1
1469,SR00726,22.0,female,student,4.5,7.5,10.0,5.0,1.0,6.0,44.0,1.0,2.0,0.5,10,1
1470,SR04962,28.0,female,young professional,7.0,6.5,7.5,2.0,0.0,10.0,35.0,0.0,11.0,1.0,10,1
1471,SR04719,57.0,female,freelancer,7.5,5.0,6.5,2.5,4.0,6.0,61.0,2.0,7.0,0.0,10,1
1472,SR03904,39.0,female,teacher,9.5,1.5,1.5,0.5,2.0,6.0,31.0,5.0,9.0,0.5,3,0
1473,SR01427,37.0,male,teacher,7.0,5.5,8.5,2.5,2.0,8.0,26.0,3.0,9.0,0.0,5,0
1474,SR02498,19.0,other,student,8.0,2.5,4.0,2.0,0.0,7.0,35.0,1.0,3.0,0.5827832057037232,10,1
1475,SR00437,38.0,male,retired,10.0,6.0,8.0,2.0,3.0,7.0,27.48503070782965,4.0,3.0,0.0,1,1
1477,SR00913,38.0,male,retired,10.0,6.5,8.0,2.5,0.0,9.0,38.0,1.0,3.0,0.0,10,1
1479,SR04353,21.0,female,young professional,9.0,7.0,9.165644703933685,2.0,0.0,7.0,31.0,2.0,11.0,2.0,10,1
1480,SR04513,25.0,other,young professional,5.5,6.5,9.5,4.0,4.0,8.0,38.0,0.0,11.0,1.5,10,1
1481,SR04444,21.0,female,student,6.5,2.0,4.0,3.0,0.0,7.0,55.0,1.0,5.0,0.5,10,1
1482,SR02288,32.0,male,healthcare worker,4.0,2.0,2.5,5.0,6.0,6.0,28.0,6.0,11.0,0.0,10,1
1483,SR04598,36.0,male,young professional,5.0,4.0,4.0,2.0,1.0,3.0,38.0,2.0,10.0,1.0,10,1
1484,SR01239,26.0,female,young professional,5.0,3.5,3.5,1.0,0.0,7.0,49.0,3.1847368421052633,6.0,1.5,10,1
1485,SR00904,48.0,female,teacher,6.0,2.0,2.0,0.5,0.0,9.0,25.0,3.0,8.0,0.5,6,0
1486,SR03621,29.0,other,young professional,5.0,3.5,5.5,5.0,3.0,4.0,20.0,2.0,14.0,0.5,10,1
1487,SR03232,36.0,female,teacher,5.0,4.5,2.5,1.5,2.0,4.0,34.0,4.0,7.0,1.0,10,1
1488,SR02860,20.0,male,student,4.0,4.0,5.5,3.0,1.0,6.0,25.0,1.0,0.0,0.0,10,1
1489,SR00508,34.0,male,retired,8.0,3.5,5.5,1.5,0.0,8.0,5.0,1.0,0.0,0.5,6,0
1490,SR03222,35.0,male,freelancer,7.5,2.5,3.2734445371191736,1.0,2.0,5.0,54.0,3.0,8.0,0.0,10,1
1492,SR01565,38.0,other,teacher,9.5,3.5,3.5,0.5,2.0,6.0,15.0,4.0,8.0,1.0,2,0
1493,SR02705,54.0,male,business owner,6.5,7.5,10.5,2.5,4.0,2.0,47.0,4.0,9.0,0.5827832057037232,10,1
1494,SR00322,51.0,male,business owner,5.5,7.5,9.82033361135752,1.5,3.0,8.0,23.0,0.0,9.0,0.5827832057037232,10,1
1495,SR03564,19.0,female,student,5.0,8.5,11.5,5.0,1.0,4.0,44.0,6.0,9.0,0.5827832057037232,10,1
1496,SR01539,51.0,male,young professional,5.0,4.0,5.5,1.0,4.0,8.0,21.0,2.0,11.0,1.0,10,1
1497,SR01838,22.0,female,student,4.5,10.0,15.0,3.5,0.0,8.0,30.0,3.0,3.0,0.0,10,1
1498,SR02381,55.0,male,business owner,6.5,7.5,11.5,2.0,3.0,4.0,33.358692659644554,0.0,10.0,1.0,10,1
1499,SR01913,73.0,other,retired,8.0,5.5,4.5,2.66384778012685,5.0,9.0,10.0,5.0,3.0,0.5827832057037232,2,0
1501,SR02116,26.0,male,young professional,5.5,7.0,9.5,4.0,4.0,8.0,44.0,0.0,9.0,1.0,10,1
1502,SR04438,48.0,female,freelancer,7.0,6.5,7.0,4.0,2.0,7.0,44.0,7.0,8.0,0.0,10,1
1503,SR01147,75.0,other,retired,9.5,3.5,4.0,2.5,4.0,7.0,3.0,3.0,0.0,0.0,4,0
1504,SR02487,44.0,female,retired,7.5,4.0,5.5,2.5,2.0,9.0,23.0,4.0,0.0,0.0,3,0
1508,SR04856,27.0,male,teacher,9.0,7.0,9.5,1.0,4.0,8.0,30.0,4.0,10.0,1.5,6,0
1509,SR01379,27.0,other,young professional,6.0,9.0,11.5,3.0,2.0,5.0,29.0,0.0,8.0,1.0,10,1
1510,SR01766,37.0,male,teacher,8.5,3.0,4.0,0.0,3.0,8.0,38.0,6.0,10.0,0.0,8,0
1511,SR03013,33.0,other,teacher,9.0,2.5,2.0,3.5,1.0,8.0,21.0,3.0,6.0,0.0,2,0
1512,SR00414,19.0,other,student,6.5,5.0,9.0,3.0,3.0,8.0,32.0,1.0,6.0,0.0,10,0
1513,SR04285,38.0,male,healthcare worker,4.0,3.0,5.0,0.0,3.0,6.0,26.899842773753612,3.0,7.0,1.0,10,1
1514,SR01408,20.0,female,young professional,9.0,4.0,6.0,3.0,0.0,7.0,51.0,3.0,11.0,1.5,10,1
1516,SR00802,55.0,female,retired,10.5,1.0,1.5,0.5,1.0,4.0,21.0,0.0,3.0,0.0,6,1
1517,SR01289,34.0,male,student,8.0,5.5,8.0,3.0,1.0,7.0,59.0,3.1847368421052633,5.0,1.5,10,1
1518,SR02183,22.0,female,young professional,5.5,8.0,11.0,2.0,4.0,6.0,38.0,2.0,11.0,1.5,10,1
1519,SR02589,48.0,female,freelancer,7.0,10.5,13.5,2.0,8.0,5.0,28.0,2.0,7.138232953037941,1.0,10,1
1522,SR00257,33.0,other,retired,8.0,2.5,2.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,5,0
1523,SR04542,20.0,male,freelancer,6.5,8.5,8.0,1.0,3.0,3.0,39.0,2.0,9.0,0.0,10,1
1526,SR04145,31.0,male,young professional,5.5,5.5,8.0,5.0,1.0,8.0,30.0,4.0,8.0,0.0,10,1
1527,SR00648,42.0,female,young professional,5.5,5.0,7.0,3.5,2.0,5.0,29.939995620867172,2.0,5.0,1.0,8,0
1530,SR01882,56.0,male,retired,10.5,3.5,6.0,0.0,3.0,8.0,35.0,3.0,3.0,0.5,7,0
1531,SR03769,67.0,female,retired,8.5,3.5,4.0,2.66384778012685,0.0,8.0,40.0,3.0,1.0,0.0,10,1
1532,SR01316,52.0,other,retired,7.0,5.5,6.0,2.0,1.0,4.0,15.0,3.1847368421052633,1.0,0.0,5,0
1533,SR02270,69.0,male,retired,6.5,4.5,6.5,2.5,2.0,9.0,3.0,2.0,0.0,0.5,7,0
1535,SR02466,66.0,male,retired,7.5,2.0,2.5,3.5,2.0,10.0,22.0,9.0,0.0,0.0,0,0
1536,SR03856,21.0,female,student,5.5,7.5,10.0,4.0,1.0,6.0,43.0,4.0,8.0,0.5,10,1
1537,SR01351,69.0,male,retired,7.0,5.5,9.5,2.5,2.0,10.0,17.037128723544615,5.0,0.0,0.0,6,0
1538,SR03297,65.0,female,retired,8.0,6.0,7.856266889086016,0.0,-1.0,6.0,13.0,4.0,4.0,0.0,4,0
1539,SR00113,31.0,male,young professional,8.0,10.0,11.5,4.0,5.0,5.0,55.0,7.0,12.0,0.5,10,1
1540,SR03134,27.0,female,young professional,7.0,8.0,9.5,4.0,4.0,6.0,37.0,4.0,7.138232953037941,1.5,10,1
1543,SR01879,21.0,male,student,5.5,7.0,10.0,1.5,2.0,5.0,30.0,1.0,1.0,0.5827832057037232,10,1
1544,SR01187,28.0,female,young professional,6.0,8.5,10.5,4.5,3.0,5.0,33.0,0.0,7.0,2.0,10,1
1545,SR03072,26.0,female,business owner,7.5,6.5,9.5,5.0,5.0,7.0,46.0,0.0,9.0,1.5,10,0
1546,SR00057,56.0,male,teacher,5.5,2.0,2.6187556296953387,4.0,2.0,8.0,30.0,2.0,8.0,1.0,10,1
1547,SR01310,28.0,male,healthcare worker,6.0,6.5,9.0,1.0,1.0,9.0,18.0,6.0,13.0,1.0,10,1
1550,SR01727,32.0,female,young professional,7.0,5.0,8.5,6.5,2.0,9.0,44.0,6.0,8.0,2.0,10,1
1551,SR02092,25.0,female,young professional,5.5,8.0,11.0,2.5,5.0,8.0,22.0,5.0,10.0,1.5,10,1
1552,SR03870,21.0,other,student,6.0,8.5,11.5,5.5,1.0,7.0,51.0,5.0,2.0,0.5,10,1
1553,SR00320,20.0,male,young professional,6.5,5.0,7.5,7.0,4.0,7.0,15.0,6.0,9.0,1.0,10,1
1554,SR04321,18.0,male,student,5.0,7.0,9.5,4.0,2.0,7.0,36.19782980972287,1.0,6.0,1.0,10,1
1556,SR03842,19.0,female,student,7.5,7.0,8.5,2.66384778012685,2.0,2.0,50.0,3.0,7.0,0.0,10,1
1557,SR03214,36.0,female,young professional,7.5,3.0,4.0,3.0,2.0,9.0,52.0,5.0,9.0,0.5,10,1
1558,SR02003,40.0,female,retired,8.5,3.0,4.0,0.5,0.0,8.0,20.0,4.0,2.0,0.5,2,0
1559,SR04783,42.0,female,freelancer,6.0,11.0,14.5,3.5,4.0,6.0,19.0,7.0,7.0,1.0,10,0
1560,SR04151,23.0,male,student,8.5,10.5,12.5,5.5,4.0,9.0,36.0,0.0,7.0,1.0,10,1
1561,SR00287,43.0,female,teacher,8.0,8.5,11.129711426205189,3.0,1.0,8.0,14.0,3.0,14.0,0.5,10,1
